"MW","AMW","Sv","Se","Sp","Ss","Mv","Me","Mp","Ms","nAT","nSK","nBT","nBO","nBM","SCBO","nCIC","nCIR","RBN","RBF","nDB","nTB","nAB","nH","nC","nN","nO","nS","nF","nCL","nBR","nI","nX","nR03","nR05","nR06","nR07","nR08","nR09","nR10","nR11","nR12","nBnz","ISIZ","IAC","AAC","ZM1","ZM1V","ZM2","ZM2V","Qindex","SNar","HNar","GNar","Xt","Dz","Ram","Pol","LPRS","VDA","MSD","SMTI","SMTIV","GMTI","GMTIV","Xu","SPI","W","WA","RDSUM","Har","QW","TI1","TI2","HyDp","RHyDp","w_","ww","Rww","D.D","Wap","WhetZ","Whetm","Whetv","Whete","Whetp","J","JhetZ","Jhetm","Jhetv","Jhete","Jhetp","MAXDN","MAXDP","DELS","TIE","X0","X1","X2","X3","X4","X5","X0A","X1A","X2A","X3A","X4A","X5A","X0v","X1v","X2v","X3v","X4v","X5v","X0Av","X1Av","X2Av","X3Av","X4Av","X5Av","X0sol","X1sol","X2sol","X3sol","X4sol","X5sol","XMOD","RDCHI","RDSQ","S0K","S1K","S2K","S3K","PHI","BLI","PW2","PW3","PW4","PW5","PJI2","CSI","ECC","AECC","DECC","MDDD","UNIP","CENT","VAR","BAC","Lop","ICR","IDE","IDM","IDDE","IDDM","IDET","IDMT","IVDE","IVDM","HVcpx","HDcpx","Uindex","Vindex","Xindex","Yindex","IC0","TIC0","SIC0","CIC0","BIC0","IC1","TIC1","SIC1","CIC1","BIC1","IC2","TIC2","SIC2","CIC2","BIC2","IC3","TIC3","SIC3","CIC3","BIC3","IC4","TIC4","SIC4","CIC4","BIC4","IC5","TIC5","SIC5","CIC5","BIC5","LP1","STN","Eig1Z","Eig1m","Eig1v","Eig1e","Eig1p","SEigZ","SEigm","SEigv","SEige","SEigp","VEA1","VEA2","VRA1","VRA2","VED1","VED2","VRD1","VRD2","VEZ1","VEZ2","VRZ1","VRZ2","VEm1","VEm2","VRm1","VRm2","VEv1","VEv2","VRv1","VRv2","VEe1","VEe2","VRe1","VRe2","VEp1","VEp2","VRp1","VRp2","NGS","MPC03","MPC04","MPC05","MPC06","MPC07","MPC08","MPC09","MPC10","piPC03","piPC04","piPC05","piPC06","piPC07","piPC08","piPC09","piPC10","TPC","piID","PCR","PCD","CID","BID","D.Dr03","D.Dr05","D.Dr06","D.Dr07","D.Dr08","D.Dr09","D.Dr10","D.Dr11","D.Dr12","T.N..N.","T.N..O.","T.N..S.","T.N..F.","T.N..Cl.","T.N..Br.","T.N..I.","T.O..O.","T.O..S.","T.O..F.","T.O..Cl.","T.O..Br.","T.O..I.","T.S..S.","T.S..F.","T.S..Cl.","T.F..F.","T.F..Cl.","T.Cl..Cl.","T.Cl..Br.","T.I..I.","W3D","J3D","H3D","AGDD","DDI","ADDD","G1","G2","RGyr","SPAN","SPAM","SPH","ASP","FDI","PJI3","L.Bw","SEig","DISPm","QXXm","QYYm","QZZm","DISPv","QXXv","QYYv","QZZv","DISPe","QXXe","QYYe","QZZe","DISPp","QXXp","QYYp","QZZp","G.N..N.","G.N..O.","G.N..S.","G.N..F.","G.N..Cl.","G.N..Br.","G.N..I.","G.O..O.","G.O..S.","G.O..F.","G.O..Cl.","G.O..Br.","G.O..I.","G.S..S.","G.S..F.","G.S..Cl.","G.F..F.","G.F..Cl.","G.Cl..Cl.","G.Cl..Br.","G.I..I."
369.38,8.4,27.23,45.84,28.01,78.33,0.62,1.04,0.64,3.01,44,26,46,28,12,35,3,4,4,0.09,2,0,10,18,17,3,3,0,3,0,0,0,3,0,0,3,0,0,0,1,0,0,1,240.215,81.405,1.85,138,490,167,408,20,17.63,1.773,1.97,0,61,11,48,123.497,118.231,0.21,6418,12752,6376,24084,24.291,1762.476,1537,4.729,101.381,50.657,1119.952,72.091,2.499,2713.5,30.715,3203,19444,20.248,163.903,12126,1155.214,1152.706,1646.878,1158.108,1795.51,1.817,2.433,2.437,1.769,2.428,1.638,3.2,7.183,62.805,169.563,19.008,12.345,11.462,9.6,8.416,6.833,0.731,0.441,0.28,0.168,0.107,0.065,14.137,8.127,6.267,4.605,3.216,2.332,0.544,0.29,0.153,0.081,0.041,0.022,16.008,10.484,9.554,7.921,6.27,5.13,80.444,3.472,230.601,95.229,18.743,7.295,3.347,5.259,0.871,0.59,0.358,0.204,0.119,1,494,237,9.115,1.441,21.385,83,916,96,55,1.156,2.687,3.265,8.136,4.133,4.667,1060.996,12505.78,2.093,5.183,3.129,1.699,43.943,0.272,0.407,0.813,1.85,81.405,0.339,3.609,0.323,3.173,139.609,0.581,2.287,0.554,4.25,186.996,0.778,1.21,0.742,4.624,203.46,0.847,0.835,0.807,4.806,211.46,0.88,0.654,0.839,4.806,211.46,0.88,0.654,0.839,2.539,5.347,93.422,93.227,134.714,93.657,147.564,2.179,2.28,-8.495,2.107,-11.863,4.293,0.165,223.671,8.603,5.007,0.193,157.3,6.05,4.992,0.192,158.083,6.08,4.992,0.192,158.014,6.077,4.961,0.191,163.449,6.287,4.992,0.192,158.131,6.082,4.95,0.19,164.842,6.34,41,57,79,105,123,143,146,159,149,129.25,236.25,415.313,647.313,1000.125,1298.133,1768.57,1710.105,1474,12913.32,8.761,128.984,52.412,26.263,0,0,204.057,0,0,0,109.561,0,0,14,65,0,46,0,0,0,8,0,59,0,0,0,0,0,0,18,0,0,0,0,3923.708,3.165,137.596,178.35,706.145,32.098,80.634,32.823,5.725,5.785,0.363,0.928,0.453,0.732,0.93,3.2,73.984,9.485,66.204,66.285,274.252,7.235,49.543,49.828,240.355,0.341,109.058,109.96,468.772,0.404,51.582,51.944,252.081,10.85,49.46,0,31.17,0,0,0,4.81,0,45.71,0,0,0,0,0,0,12.91,0,0,0,0
361.41,7.86,28.52,47.15,29.59,67.67,0.62,1.02,0.64,2.6,46,26,49,29,12,36,4,8,3,0.06,2,0,10,20,18,3,4,0,1,0,0,0,1,0,0,4,0,0,0,3,0,1,1,254.084,79.832,1.735,146,434,180,412,24,18.729,1.857,2.055,0,59,12,51,122.609,114.154,0.203,6444,11456,6643,20121,24.114,742.453,1484,4.566,104.297,52.727,989.774,93.879,2.27,2550,31.944,3954,28819,14.702,128.621,24502,1113.059,1112.311,1559.079,1114.949,1678.53,1.605,2.152,2.153,1.573,2.149,1.469,2.982,6.984,45.653,182.398,18.585,12.38,11.937,10.321,8.974,7.953,0.715,0.427,0.271,0.164,0.1,0.062,14.659,8.591,6.967,5.192,3.689,2.868,0.564,0.296,0.158,0.082,0.041,0.022,17.585,11.803,11.195,9.7,8.182,7.164,79.595,3.505,244.222,92.495,17.465,6.339,2.747,4.258,0.889,0.604,0.366,0.204,0.125,1,501,232,8.923,1.473,20.166,82,836,94,38,0.85,2.716,3.219,8.135,3.844,4.668,1046.323,12073.05,2.093,5.184,3.091,1.699,37.706,0.242,0.36,0.731,1.735,79.832,0.314,3.788,0.299,3.214,147.863,0.582,2.309,0.554,4.507,207.329,0.816,1.016,0.776,4.665,214.574,0.845,0.859,0.803,4.839,222.574,0.876,0.685,0.833,4.839,222.574,0.876,0.685,0.833,2.579,7.07,89.757,89.704,126.429,89.908,136.452,1.762,1.794,-6.569,1.728,-8.738,4.359,0.168,228.201,8.777,5.011,0.193,161.825,6.224,4.999,0.192,162.526,6.251,4.999,0.192,162.505,6.25,4.981,0.192,166.009,6.385,4.999,0.192,162.545,6.252,4.975,0.191,166.843,6.417,44,63,90,129,158,195,221,258,261,136.25,253.25,461.938,743.875,1179.469,1642.992,2324.086,2524.723,2555,22864.17,8.949,228.996,53.424,26.281,0,0,210.135,0,0,0,250.17,0,104.165,14,77,0,14,0,0,0,27,0,23,0,0,0,0,0,0,0,0,0,0,0,4272.723,2.768,150.155,185.771,774.498,33.674,80.995,33.597,5.754,5.789,0.355,0.923,0.51,0.735,0.934,4,77.276,11.263,56.048,57.123,259.034,7.577,54.457,58.276,246.384,0.396,114.664,126.727,474.425,0.406,58.772,63.615,261.198,10.91,57.27,0,9.62,0,0,0,19.58,0,18.72,0,0,0,0,0,0,0,0,0,0,0
329.45,7.01,28.37,47.19,29.75,51.5,0.6,1,0.63,2.15,47,24,49,26,13,33,3,4,7,0.14,1,0,12,23,17,5,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,261.066,73.927,1.573,124,330,147,338,17,17.107,1.895,2.04,0,52.5,8,40,113.623,116.583,0.251,5912,9508,5954,14880,23.303,154.826,1399,5.069,86.239,44.777,993.343,69.061,3.188,2745.5,26.784,2683,16283,17.322,148.708,11067,1006.762,1006.906,1508.416,1008.499,1634.499,1.576,2.224,2.224,1.509,2.221,1.395,1.218,2.156,20.577,133.99,17.104,11.656,10.01,8.767,7.337,6.068,0.713,0.448,0.278,0.179,0.115,0.071,14.157,7.934,5.71,4.261,2.921,2.041,0.59,0.305,0.159,0.087,0.046,0.024,17.104,11.656,10.01,8.767,7.337,6.068,74.458,3.538,195.059,78.14,16.957,7.342,3.485,5.187,0.915,0.569,0.35,0.194,0.109,1,532,253,10.542,1.67,21.611,85,758,102,27,1.188,2.892,3.46,7.855,3.918,4.549,954.868,10989.33,1.922,5.192,3.342,1.669,39.316,0.236,0.367,0.659,1.573,73.927,0.283,3.982,0.271,2.973,139.708,0.535,2.582,0.512,4.119,193.582,0.742,1.436,0.709,4.586,215.556,0.826,0.968,0.79,4.629,217.556,0.833,0.926,0.797,4.671,219.556,0.841,0.883,0.804,2.464,5.347,88.678,88.691,133.827,88.829,145.117,1.214,1.213,-4.102,1.198,-5.389,4.156,0.173,256.606,10.692,4.807,0.2,138.932,5.789,4.789,0.2,140.592,5.858,4.789,0.2,140.595,5.858,4.769,0.199,143.074,5.961,4.789,0.2,140.59,5.858,4.767,0.199,143.301,5.971,36,49,64,85,96,108,119,132,130,114.75,215.188,411.031,640.344,973.734,1446.461,2090.338,2202.873,1298,19623.28,15.118,206.626,48.931,24.246,0,0,196,0,0,0,104.101,0,0,28,63,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5039.75,2.979,142.473,214.457,802.794,34.161,65.866,30.321,6.442,6.228,0.364,0.948,0.639,0.73,0.954,6.3,78.547,4.666,40.772,40.937,289.97,2.071,53.606,54.189,330.773,0.181,118.979,120.822,617.132,0.1,60.141,60.881,357.622,21.24,50.39,0,0,0,0,0,2.03,0,0,0,0,0,0,0,0,0,0,0,0,0
431.53,8.46,32.28,52.36,33.8,70.33,0.63,1.03,0.66,2.34,51,30,54,33,17,42,4,5,8,0.15,1,0,16,21,18,7,4,1,0,0,0,0,0,0,1,3,0,0,0,1,0,0,1,289.294,94.345,1.85,160,484.444,192,492.333,23,21.789,1.915,2.067,0,67.5,11,51,155.324,181.067,0.249,11710,20094.11,12244,35283.68,28.501,539.889,2716,6.244,118.223,58.059,1948.657,161.32,4.483,6527,35.01,4686,32503,24.063,252.934,30128,1926.667,1926.967,3088.1,1977.308,3339.112,1.289,1.809,1.809,1.154,1.775,1.066,1.946,5.557,35.919,1183.564,21.25,14.533,12.822,11.642,9.47,7.538,0.708,0.44,0.273,0.179,0.113,0.07,17.601,10.371,7.247,5.347,3.516,2.405,0.587,0.314,0.154,0.082,0.042,0.022,21.604,15.09,13.315,12.116,9.821,7.897,99.561,4.095,270.215,113.562,20.966,8.835,4.155,6.174,0.943,0.582,0.364,0.194,0.104,0.889,838,389,12.967,1.973,32.213,133,1442,142,35,0.927,3.127,3.788,8.487,4.44,4.876,1647.826,23050.74,1.927,5.612,3.639,1.725,47.297,0.176,0.28,0.47,1.85,94.345,0.326,3.823,0.309,3.511,179.073,0.619,2.161,0.587,4.53,231.029,0.799,1.142,0.758,4.765,243.029,0.84,0.907,0.797,4.804,245.029,0.847,0.868,0.804,4.844,247.029,0.854,0.829,0.81,2.467,6.957,133.083,133.104,216.532,137.468,233.697,2.625,2.622,-6.805,2.047,-8.585,4.536,0.151,366.272,12.209,5.387,0.18,194.441,6.481,5.395,0.18,193.406,6.447,5.395,0.18,193.408,6.447,5.359,0.179,197.688,6.59,5.381,0.179,194.833,6.494,5.362,0.179,197.399,6.58,47,65,84,107,123,138,153,178,192,150.5,268.75,481.219,739.406,1082.547,1581.586,2344.588,2705.561,2723,82745.11,30.387,902.288,61.428,30.197,0,91.442,264.314,0,0,0,142.909,0,0,103,185,48,0,0,0,0,54,34,0,0,0,0,0,0,0,0,0,0,0,0,6685.222,2.375,152.045,262.166,947.386,37.152,93.277,41.88,8.428,8.136,0.399,0.963,0.776,0.731,0.907,11.5,85.7,7.023,49.251,53.043,600.053,3.525,58.32,71.796,520.22,0.139,128.537,171.099,906.857,0.371,64.652,81.741,569.93,69.73,142.82,37.09,0,0,0,0,41.6,26.97,0,0,0,0,0,0,0,0,0,0,0,0
451.53,7.79,36.51,59.07,37.88,74.83,0.63,1.02,0.65,2.27,58,33,62,37,19,47,5,7,7,0.11,1,0,18,25,23,5,5,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,2,339.763,96.405,1.662,180,518,217,523,27,24.967,2,2.131,0,73.5,12,59,176.667,215.515,0.244,15769,26550,17055,47594,30.948,388.561,3556,6.735,136.321,65.616,2466.371,245.097,4.948,9190,39.68,6718,55095,20.656,277.794,68523,2670.715,2671.208,4141.481,2675.097,4495.885,1.121,1.489,1.489,0.97,1.486,0.894,1.985,5.991,39.382,210.357,22.949,16.067,14.352,13.063,10.895,9.195,0.695,0.434,0.271,0.177,0.112,0.071,18.484,10.686,7.81,5.877,4.08,2.886,0.56,0.289,0.147,0.079,0.042,0.022,22.949,16.067,14.352,13.063,10.895,9.195,103.191,4.406,314.942,124.983,22.01,9.211,4.26,6.144,0.866,0.585,0.362,0.197,0.11,1,1009,456,13.818,2.149,36.32,160,1832,146,21,0.767,3.253,3.9,8.759,4.84,5.016,2059.24,31148.37,1.88,5.81,3.738,1.748,48.141,0.147,0.236,0.39,1.662,96.405,0.284,4.196,0.269,3.183,184.602,0.543,2.675,0.516,4.496,260.743,0.767,1.362,0.729,4.97,288.253,0.848,0.888,0.806,5.039,292.253,0.86,0.819,0.817,5.142,298.253,0.878,0.716,0.833,2.468,8.902,167.28,167.312,260.889,167.548,283.245,1.964,1.961,-6.961,1.944,-8.973,4.721,0.143,419.534,12.713,5.659,0.171,226.104,6.852,5.664,0.172,225.261,6.826,5.664,0.172,225.264,6.826,5.648,0.171,227.642,6.898,5.664,0.172,225.252,6.826,5.647,0.171,227.745,6.901,53,74,97,130,146,170,191,221,230,164.5,293.063,539.844,779.719,1163.828,1693.211,2464.025,2667.154,5023,205005.5,40.813,2254.899,68.492,33.183,0,0,473.048,0,0,0,315.665,0,0,28,166,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,9040.731,2.178,191.246,311.749,1207.649,41.643,98.837,42.935,9.162,7.768,0.366,0.967,0.775,0.721,0.967,11.5,97.69,2.11,53.366,56.667,652.455,3.261,63.421,75.154,664.591,0.056,138.865,175.926,1119.62,0.242,70.318,85.197,700.101,21.23,124.43,0,0,0,0,0,66.37,0,0,0,0,0,0,0,0,0,0,0,0,0
435.54,7.26,35.21,61.17,36.85,75.08,0.59,1.02,0.61,2.42,60,31,62,33,13,40,3,4,14,0.23,1,0,12,29,20,5,6,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,354.413,99.974,1.666,162,492,191,470,22,20.69,1.763,1.949,0,70.5,12,53,161.534,187.484,0.24,11969,20921,11929,35761,29.112,9237.311,2906,6.249,124.028,59.413,2196.762,119.294,4.525,6945,36.077,4844,32241,31.54,286.875,22024,2160.226,2160.711,3529.767,2164.082,3854.17,1.579,2.146,2.146,1.342,2.143,1.231,2.323,5.212,43.531,277.478,22.759,14.678,13.836,10.915,8.964,7.623,0.734,0.445,0.288,0.176,0.111,0.071,18.468,9.834,7.791,4.882,3.3,2.321,0.596,0.298,0.162,0.079,0.041,0.021,22.759,14.678,13.836,10.915,8.964,7.623,95.657,3.984,278.148,107.225,23.595,9.605,5.231,7.311,0.894,0.588,0.343,0.184,0.107,1,797,386,12.452,1.985,34.691,135,1627,137,84,1.525,3.087,3.771,8.591,4.583,4.92,1753.485,24966.51,1.919,5.432,3.542,1.735,58.422,0.214,0.339,0.581,1.666,99.974,0.282,4.241,0.273,3.257,195.447,0.551,2.649,0.533,4.448,266.865,0.753,1.459,0.728,4.66,279.619,0.789,1.247,0.763,4.74,284.374,0.802,1.167,0.776,4.977,298.639,0.843,0.93,0.815,2.505,5.347,146.368,146.402,241.448,146.623,263.77,2.214,2.21,-7.914,2.192,-10.167,4.299,0.139,813.606,26.245,5.473,0.177,200.032,6.453,5.458,0.176,201.518,6.501,5.458,0.176,201.523,6.501,5.434,0.175,205.347,6.624,5.458,0.176,201.51,6.5,5.433,0.175,205.578,6.632,48,62,81,108,123,141,152,177,189,135,248.688,472.219,740.438,1146.813,1660.141,2440.021,2842.055,2208,33047.31,14.967,347.728,62.229,31.193,0,0,279.608,0,0,0,149.901,0,0,28,190,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,9708.231,3.145,198.332,323.608,1281.083,42.703,94.277,39.425,8.889,7.393,0.351,0.959,0.746,0.715,0.975,10,103.277,2.495,53.389,56.42,572.167,3.491,64.596,75.367,595.208,0.054,146.537,180.556,1152.489,0.233,72.137,85.795,640.168,21.12,145.48,0,0,0,0,0,95.67,0,0,0,0,0,0,0,0,0,0,0,0,0
388.52,6.94,33.2,56.4,34.93,62.25,0.59,1.01,0.62,2.22,56,28,58,30,11,36.5,3,4,11,0.19,2,0,9,28,20,4,4,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,325.212,88.167,1.574,146,408,170,394,20,19.186,1.816,1.984,0,62,10,45,141.329,159.214,0.251,9278,15120,9298,23964,26.804,1793.951,2229,5.897,106.176,52.671,1709.433,102.44,4.445,5043,31.727,3897,26244,26.888,227.011,17270,1760.256,1760.602,2729.134,1763.034,2958.538,1.533,1.946,1.946,1.278,1.943,1.181,1.923,5.284,28.226,144.109,20.311,13.319,12.578,9.74,7.801,6.704,0.725,0.444,0.293,0.18,0.113,0.073,17.189,9.356,8.011,4.586,3.092,2.199,0.614,0.312,0.186,0.085,0.045,0.024,20.311,13.319,12.578,9.74,7.801,6.704,85.688,3.837,238.283,90.926,20.778,8.6,4.922,6.381,0.936,0.587,0.331,0.172,0.1,0.875,678,326,11.643,1.883,29.245,115,1238,110,49,1.508,2.972,3.683,8.295,4.111,4.774,1392.208,18489.81,1.935,5.292,3.474,1.709,49.855,0.215,0.339,0.583,1.574,88.167,0.271,4.233,0.262,2.834,158.732,0.488,2.973,0.472,4.105,229.889,0.707,1.702,0.683,4.329,242.418,0.745,1.478,0.72,4.507,252.418,0.776,1.3,0.75,4.543,254.418,0.782,1.264,0.756,2.464,5.347,131.481,131.508,205.418,131.682,222.767,1.571,1.569,-5.569,1.555,-7.178,4.263,0.152,448.531,16.019,5.202,0.186,172.432,6.158,5.195,0.186,172.567,6.163,5.195,0.186,172.57,6.163,5.177,0.185,175.078,6.253,5.195,0.186,172.56,6.163,5.176,0.185,175.238,6.258,43,54,69,92,102,118,127,141,146,111.875,197.813,361,502.531,741.117,1030.816,1370.363,1319.203,1763,17884.61,10.144,181.779,56.531,28.206,0,0,241.27,0,0,0,130.247,0,0,19,90,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,7756.928,3.223,191.723,277.033,1093.96,39.07,82.552,35.218,7.719,6.75,0.347,0.947,0.668,0.701,0.879,7.1,96.487,6.507,52.68,55.92,412.078,6.889,59.549,71.062,472.796,0.148,123.104,159.469,881.272,0.411,64.959,79.559,511.691,13.7,66.47,0,0,0,0,0,28.48,0,0,0,0,0,0,0,0,0,0,0,0,0
322.54,5.97,32.36,52.64,34.62,42.83,0.6,0.97,0.64,1.78,54,24,56,26,12,32,3,4,10,0.18,0,0,12,30,22,2,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,2,310.764,63.45,1.175,120,218,139,242,15,17.682,2,2.089,0,49,6,34,113.608,116.25,0.243,5954,7878,6063,10385,23.322,36.387,1395,5.054,84.417,43.686,1179.155,81.98,3.671,2603.5,26.038,2356,13342,23.128,177.065,6752,1205.857,1205.914,1528.279,1207.294,1617.4,1.567,1.809,1.809,1.425,1.807,1.346,0.735,0.642,7.177,107.14,16.778,11.813,9.711,8.443,6.886,5.223,0.699,0.454,0.286,0.188,0.121,0.077,15.118,9.423,6.74,5.326,3.902,2.504,0.63,0.362,0.198,0.118,0.068,0.037,16.778,11.813,9.711,8.443,6.886,5.223,72.029,3.653,188.82,65.581,17.195,8.458,4.27,6.06,1.087,0.556,0.335,0.179,0.09,0.833,449,212,8.833,1.278,20.917,76,966,86,13,1.553,2.519,3.323,7.893,3.32,4.554,917.187,11010.35,1.692,5.188,3.16,1.675,38.981,0.235,0.361,0.666,1.175,63.45,0.204,4.58,0.197,2.051,110.763,0.356,3.704,0.344,3.733,201.605,0.649,2.021,0.627,4.401,237.645,0.765,1.354,0.739,4.616,249.254,0.802,1.139,0.775,4.616,249.254,0.802,1.139,0.775,2.435,5.159,104.335,104.34,132.205,104.459,139.943,0.286,0.286,-0.878,0.281,-1.2,3.939,0.164,392.08,16.337,4.817,0.201,137.864,5.744,4.82,0.201,137.33,5.722,4.82,0.201,137.33,5.722,4.822,0.201,136.883,5.703,4.82,0.201,137.327,5.722,4.822,0.201,136.815,5.701,34,45,57,68,73,87,95,88,90,85.5,138,217,214.563,301.469,413.938,479.125,665.438,889,6056.52,6.813,58.266,49.084,24.244,0,52.854,154.935,0,0,104.274,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6129.966,3.658,194.368,227.036,1019.225,37.749,63.488,28.672,6.526,5.899,0.331,0.923,0.47,0.704,0.821,3.5,92.777,6.283,57.99,58.121,253.095,8.213,81.81,82.276,327.584,0.025,154.045,155.518,567.262,0.546,90.735,91.326,356.272,3.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352.57,6.08,34.47,56.86,36.83,48.17,0.59,0.98,0.64,1.85,58,26,60,28,12,34,3,4,12,0.2,0,0,12,32,23,2,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,2,339.763,73.721,1.271,130,260,153,273,16,18.781,1.95,2.059,0,54,7,40,125.478,127.538,0.225,6980,9580,7033,12919,24.723,83.97,1658,5.102,96.543,48.351,1416.029,91.149,3.572,3087.5,29.079,2931,17422,26.147,200.739,8356,1427.75,1427.86,1882.229,1429.494,2001.199,1.668,1.932,1.932,1.475,1.93,1.389,1.195,2.47,11.173,167.535,18.355,12.779,10.355,9.224,7.733,6.015,0.706,0.456,0.28,0.181,0.115,0.073,16.396,9.927,7.036,5.65,4.205,2.764,0.631,0.355,0.19,0.111,0.063,0.034,18.355,12.779,10.355,9.224,7.733,6.015,78.937,3.711,216.288,76.997,19.096,9.316,4.368,6.842,1.064,0.554,0.346,0.195,0.101,0.833,485,231,8.885,1.219,22.769,83,1158,98,23,1.623,2.493,3.317,8.14,4.287,4.669,1077.866,13496.01,1.729,5.269,3.145,1.7,43.897,0.245,0.374,0.711,1.271,73.721,0.217,4.587,0.21,2.189,126.969,0.374,3.669,0.362,3.973,230.463,0.678,1.884,0.657,4.722,273.889,0.806,1.136,0.781,4.991,289.498,0.852,0.867,0.826,5.026,291.498,0.858,0.832,0.831,2.492,5.159,114.14,114.148,151.019,114.279,160.754,0.536,0.535,-1.831,0.529,-2.395,3.959,0.152,531.776,20.453,5.013,0.193,155.635,5.986,5.015,0.193,154.904,5.958,5.015,0.193,154.905,5.958,5.006,0.193,155.932,5.997,5.015,0.193,154.903,5.958,5.004,0.192,156.098,6.004,37,51,67,82,89,104,114,108,104,92.5,152,241.25,251.438,355.781,482.469,563.188,732.875,1070,7264.688,6.789,69.848,52.981,26.241,0,57.646,165.458,0,0,113.319,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7182.422,3.847,216.746,247.67,1164.075,40.141,73.058,31.668,6.667,5.141,0.298,0.923,0.296,0.696,0.762,1.7,100.82,5.934,99.822,101.231,268.759,5.896,130.412,135.417,343.947,0.087,224.074,239.883,619.132,0.372,141.934,148.281,375.444,3.5,8.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259.39,6.48,23.87,39.64,25.29,39.5,0.6,0.99,0.63,2.08,40,19,41,20,11,25.5,2,3,9,0.22,0,0,11,21,15,3,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,212.877,57.28,1.432,92,218,105,226,11,13.118,1.869,1.995,0.001,40.5,5,27,81.94,76.421,0.261,2998,4627,2882,6575,18.875,49.143,726,4.246,60.008,33.031,599.257,26.699,3.231,1175,19.512,1484,8327,16.296,93.776,3488,569.476,569.532,754.396,570.139,799.982,1.906,2.471,2.47,1.887,2.468,1.783,0.971,1.838,12.053,100.471,13.665,9.241,7.697,6.178,5.069,4.279,0.719,0.462,0.296,0.187,0.118,0.078,11.518,6.637,4.726,3.157,2.154,1.438,0.606,0.332,0.182,0.096,0.05,0.026,13.665,9.241,7.697,6.178,5.069,4.279,57.776,3.101,131.906,57.303,13.94,6.618,3.505,4.855,0.996,0.551,0.319,0.179,0.108,1,312,152,8,1.158,13.751,52,464,68,18,1.88,2.439,3.107,7.202,3.827,4.213,531.23,5228.953,1.931,4.77,2.984,1.607,33.486,0.316,0.479,0.913,1.432,57.28,0.269,3.89,0.259,2.877,115.064,0.541,2.445,0.519,4.303,172.122,0.809,1.019,0.777,4.884,195.367,0.918,0.438,0.882,4.884,195.367,0.918,0.438,0.882,4.884,195.367,0.918,0.438,0.882,2.411,3.555,63.334,63.341,84.377,63.407,89.597,0.679,0.678,-2.27,0.669,-2.995,3.658,0.193,209.1,11.005,4.281,0.225,95.441,5.023,4.265,0.224,96.391,5.073,4.265,0.224,96.392,5.073,4.249,0.224,97.619,5.138,4.265,0.224,96.39,5.073,4.246,0.223,97.782,5.146,26,33,43,55,56,57,55,51,34,84,158.5,290.625,383.688,528.656,705.656,917.227,590.291,522,5533.174,10.6,56.503,38.256,19.292,0,0,92.285,0,0,0,79.242,0,0,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2937.85,4.063,126.2,146.893,558.777,27.939,48.366,22.657,4.641,4.748,0.345,0.911,0.374,0.703,0.987,2.5,66.494,4.694,41.533,41.575,138.819,6.971,53.884,54.034,168.693,0.043,115.121,115.595,317.893,0.464,60.134,60.324,183.483,12.73,11.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
